model_type,selected_debate_id,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,convergence_cycle,mae,opinion_variance,polarization_index
consensus,7,0.5,0.4,0.5,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.8,0.5,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.8,0.5,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.8,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.8,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.5,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.5,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.5,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.5,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,9,0.5,0.4,0.5,0.2,6363096185690847200.0,15,0.22220854575110874,0.00000016138235413,0.00000011350797349
consensus,9,0.5,0.4,0.5,0.2,2211715377675706370.0,15,0.22220854575110874,0.00000016138235413,0.00000011350797349
consensus,8,0.3,0.4,0.5,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.4,0.5,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.7,0.4,0.5,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.7,0.4,0.5,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.2,0.5,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.2,0.5,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.2,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.2,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.8,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.8,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.5,0.1,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.5,0.1,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.5,0.3,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.4,0.5,0.3,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,3,0.7,0.6,0.2,0.2,6363096185690847200.0,15,0.22222221220260086,0.00000000006572396,0.00000000004214022
consensus,3,0.7,0.6,0.2,0.2,2211715377675706370.0,15,0.22222221220260086,0.00000000006572396,0.00000000004214022
consensus,5,0.7,0.6,0.2,0.2,2211715377675706370.0,15,0.3517429217258028,0.00000000024817428,0.00000000015517461
consensus,5,0.7,0.6,0.2,0.2,6363096185690847200.0,15,0.3517429217258028,0.00000000024817428,0.00000000015517461
consensus,4,0.5,0.6,0.2,0.2,6363096185690847200.0,15,0.23097687576573545,0.00000038211744049,0.00000023688255245
consensus,4,0.5,0.6,0.2,0.2,2211715377675706370.0,15,0.23097687576573545,0.00000038211744049,0.00000023688255245
consensus,4,0.9,0.6,0.2,0.2,2211715377675706370.0,15,0.2540740740753389,0.00000000000000499,0.00000000000000383
consensus,4,0.9,0.6,0.2,0.2,6363096185690847200.0,15,0.2540740740753389,0.00000000000000499,0.00000000000000383
consensus,4,0.7,0.4,0.2,0.2,6363096185690847200.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.4,0.2,0.2,2211715377675706370.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.8,0.2,0.2,2211715377675706370.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.8,0.2,0.2,6363096185690847200.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.0,0.2,6363096185690847200.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.0,0.2,2211715377675706370.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.5,0.2,2211715377675706370.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.5,0.2,6363096185690847200.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.2,0.1,2211715377675706370.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.2,0.1,6363096185690847200.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.2,0.3,2211715377675706370.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,4,0.7,0.6,0.2,0.3,6363096185690847200.0,15,0.24117645355609504,0.00000000029895135,0.00000000031978986
consensus,7,0.3,0.2,0.8,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.2,0.8,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,9,0.3,0.2,0.8,0.2,6363096185690847200.0,15,0.221031430997816,0.00006031547975251,0.00003667064366936
consensus,9,0.3,0.2,0.8,0.2,2211715377675706370.0,15,0.221031430997816,0.00006031547975251,0.00003667064366936
consensus,8,0.1,0.2,0.8,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.1,0.2,0.8,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.2,0.8,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.2,0.8,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.4,0.8,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.4,0.8,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.2,0.5,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.2,0.5,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.2,0.8,0.1,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.2,0.8,0.1,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.2,0.8,0.3,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.3,0.2,0.8,0.3,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,7,0.7,0.8,0.0,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.0,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.5,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.5,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.2,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.2,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.0,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.0,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,6,0.7,0.8,0.0,0.3,2211715377675706370.0,15,0.3057734005518757,0.00000000008143173,0.00000000005678532
consensus,6,0.7,0.8,0.0,0.3,6363096185690847200.0,15,0.3057734005518757,0.00000000008143173,0.00000000005678532
consensus,8,0.7,0.8,0.0,0.3,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.7,0.8,0.0,0.3,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,7,0.5,0.8,0.0,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.8,0.0,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.9,0.8,0.0,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.9,0.8,0.0,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.6,0.0,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.6,0.0,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.2,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.2,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.0,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.0,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,6,0.1,0.6,0.5,0.3,2211715377675706370.0,40,0.31848567124797117,0.00002547984242945,0.00001461537534266
consensus,6,0.1,0.6,0.5,0.3,6363096185690847200.0,40,0.31848567124797117,0.00002547984242945,0.00001461537534266
consensus,8,0.1,0.6,0.5,0.3,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.1,0.6,0.5,0.3,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,7,0.3,0.6,0.5,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.5,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.4,0.5,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.4,0.5,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.5,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.5,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.2,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.2,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.8,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.8,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.5,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.5,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,6,0.5,0.6,0.2,0.2,6363096185690847200.0,15,0.3123650431422918,0.000000268774519,0.00000016441577499
consensus,6,0.5,0.6,0.2,0.2,2211715377675706370.0,15,0.3123650431422918,0.000000268774519,0.00000016441577499
consensus,8,0.5,0.6,0.2,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.6,0.2,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,7,0.3,0.6,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.6,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.6,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.4,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.4,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.8,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.8,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.0,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.0,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.5,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.5,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.2,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.2,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.2,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.6,0.2,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,6,0.1,0.8,0.2,0.1,2211715377675706370.0,40,0.31848567124797117,0.00002547984242945,0.00001461537534266
consensus,6,0.1,0.8,0.2,0.1,6363096185690847200.0,40,0.31848567124797117,0.00002547984242945,0.00001461537534266
consensus,8,0.1,0.8,0.2,0.1,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.1,0.8,0.2,0.1,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,7,0.3,0.8,0.2,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.8,0.2,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.2,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.2,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.0,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.0,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.5,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.5,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.8,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,6,0.7,0.8,0.2,0.2,6363096185690847200.0,15,0.3057734005518757,0.00000000008143173,0.00000000005678532
consensus,6,0.7,0.8,0.2,0.2,2211715377675706370.0,15,0.3057734005518757,0.00000000008143173,0.00000000005678532
consensus,8,0.7,0.8,0.2,0.2,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.7,0.8,0.2,0.2,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,7,0.9,0.8,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.9,0.8,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.5,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.5,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.2,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.7,0.8,0.2,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,6,0.5,0.6,0.0,0.3,6363096185690847200.0,15,0.3123650431422918,0.000000268774519,0.00000016441577499
consensus,6,0.5,0.6,0.0,0.3,2211715377675706370.0,15,0.3123650431422918,0.000000268774519,0.00000016441577499
consensus,8,0.5,0.6,0.0,0.3,6363096185690847200.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,8,0.5,0.6,0.0,0.3,2211715377675706370.0,15,0.05555555555555555,0.12731481481481485,0.13654320987654323
consensus,7,0.3,0.6,0.0,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.0,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.4,0.0,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.5,0.4,0.0,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.1,0.6,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.4,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.4,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.8,0.2,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.8,0.2,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.0,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.0,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.5,0.2,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.5,0.2,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.2,0.1,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.2,0.1,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.2,0.3,2211715377675706370.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
consensus,7,0.3,0.6,0.2,0.3,6363096185690847200.0,15,0.02777777777777777,0.18287037037037038,0.14246913580246912
