model_type,selected_debate_id,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,mae,opinion_variance,polarization_index
clustering,8,0.3,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,10,0.9,0.4,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.4,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,8,0.1,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,4,0.3,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,7,0.3,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,9,0.3,0.2,0.0,0.1,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.3,0.2,0.0,0.1,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,8,0.1,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.5,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.5,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.2,0.2,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.2,0.2,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.2,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.2,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,9,0.9,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,10,0.7,0.4,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.7,0.4,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.2,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.2,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.6,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.6,0.0,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.4,0.2,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.4,0.2,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.4,0.0,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.4,0.0,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.4,0.0,0.3,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.9,0.4,0.0,0.3,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,9,0.3,0.6,0.2,0.1,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.3,0.6,0.2,0.1,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,10,0.1,0.6,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.1,0.6,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.5,0.6,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.5,0.6,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.4,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.4,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.8,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.8,0.2,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.0,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.0,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.5,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.5,0.1,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.2,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,10,0.3,0.6,0.2,0.2,208425796201584640.0,0.22222222222222224,0.01311728395061728,0.01061728395061728
clustering,7,0.1,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,9,0.1,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.1,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,8,0.3,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.2,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.2,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.6,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.6,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.2,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.2,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.0,0.3,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.0,0.3,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,3,0.3,0.2,0.5,0.2,208425796201584640.0,0.1111111111111111,0.11111111111111115,0.10666666666666669
clustering,3,0.3,0.2,0.5,0.2,208425796201584640.0,0.1111111111111111,0.11111111111111115,0.10666666666666669
clustering,5,0.3,0.2,0.5,0.2,208425796201584640.0,0.13888888888888887,0.12654320987654322,0.08592592592592593
clustering,5,0.3,0.2,0.5,0.2,208425796201584640.0,0.13888888888888887,0.12654320987654322,0.08592592592592593
clustering,4,0.1,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.1,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.5,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.5,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.4,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.4,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.2,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.2,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.8,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.8,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.1,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.1,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.3,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.3,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,7,0.3,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,4,0.3,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,9,0.9,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,6,0.3,0.2,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.3,0.2,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,7,0.1,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.1,0.4,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.1,0.4,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,7,0.3,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,4,0.1,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.1,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.5,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.5,0.2,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.4,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.4,0.5,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.2,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.2,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.8,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.8,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.1,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.1,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.3,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.5,0.3,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,8,0.9,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,9,0.7,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.7,0.4,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.2,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.2,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.6,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.6,0.0,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.2,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.2,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.0,0.1,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.0,0.1,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.0,0.3,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.0,0.3,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,8,0.9,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,4,0.3,0.2,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,8,0.9,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.9,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,8,0.7,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.7,0.4,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.2,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.2,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.6,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.6,0.0,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.2,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.2,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.0,0.3,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.0,0.3,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,3,0.3,0.2,0.0,0.2,208425796201584640.0,0.1111111111111111,0.11111111111111115,0.10666666666666669
clustering,3,0.3,0.2,0.0,0.2,208425796201584640.0,0.1111111111111111,0.11111111111111115,0.10666666666666669
clustering,5,0.3,0.2,0.0,0.2,208425796201584640.0,0.13888888888888887,0.12654320987654322,0.08592592592592593
clustering,5,0.3,0.2,0.0,0.2,208425796201584640.0,0.13888888888888887,0.12654320987654322,0.08592592592592593
clustering,4,0.1,0.2,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.1,0.2,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.5,0.2,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.5,0.2,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.4,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.4,0.0,0.2,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.0,0.1,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.0,0.1,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.0,0.3,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,4,0.3,0.2,0.0,0.3,208425796201584640.0,0.08333333333333333,0.11496913580246915,0.10691358024691358
clustering,7,0.9,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
