model_type,selected_debate_id,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,mae,opinion_variance,polarization_index
clustering,9,0.9,0.4,0.5,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,9,0.9,0.4,0.5,0.2,208425796201584640.0,0.13888888888888892,0.05941358024691359,0.03876543209876544
clustering,8,0.7,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.7,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.2,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.2,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.6,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.6,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.8,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.8,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.5,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.5,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.5,0.3,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.5,0.3,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.9,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.9,0.4,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.9,0.4,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,7,0.7,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.9,0.4,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.9,0.4,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,8,0.9,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.7,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.9,0.2,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.9,0.2,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,8,0.9,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.2,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.7,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.3,0.4,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.3,0.4,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,7,0.5,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.3,0.4,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.3,0.4,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,8,0.3,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.1,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.3,0.2,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.3,0.2,0.0,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,7,0.5,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.9,0.4,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.9,0.4,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,8,0.9,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.9,0.4,0.0,0.1,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.7,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.1,0.4,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.1,0.4,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,8,0.1,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.1,0.4,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.1,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.1,0.2,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.1,0.2,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,7,0.1,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.1,0.4,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.1,0.4,0.0,0.1,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,7,0.1,0.6,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.6,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.4,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,6,0.3,0.2,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,6,0.3,0.2,0.5,0.2,208425796201584640.0,0.1388888888888889,0.10802469135802469,0.06172839506172842
clustering,8,0.3,0.2,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,8,0.3,0.2,0.5,0.2,208425796201584640.0,0.05555555555555555,0.12731481481481485,0.13654320987654323
clustering,7,0.5,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.4,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.2,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.0,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.7,0.4,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.2,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.6,0.5,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.8,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.9,0.4,0.5,0.3,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.1,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.5,0.2,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.4,0.0,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.2,0.1,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
clustering,7,0.3,0.2,0.0,0.2,208425796201584640.0,0.02777777777777777,0.18287037037037038,0.14246913580246912
